,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.007252000000107728,3696.564717891505,200.0,200,0.1,100
1,1,0.03011970000011388,3902.2185215941104,402.0,200,0.1,100
2,2,0.04257550000011179,3955.0968215561234,604.0,200,0.1,100
3,3,0.05530280000016319,3955.0968215561234,805.0,200,0.1,100
4,4,0.06913830000007692,3984.934127876878,1007.0,200,0.1,100
5,5,0.08248410000010153,3984.934127876878,1208.0,200,0.1,100
6,6,0.09518479999996998,3984.934127876878,1409.0,200,0.1,100
7,7,0.1083997000000636,3984.934127876878,1610.0,200,0.1,100
8,8,0.12341650000007576,3988.88474434461,1812.0,200,0.1,100
9,9,0.13929720000010093,4009.629394410501,2014.0,200,0.1,100
10,10,0.15442640000014762,4011.4849865599763,2216.0,200,0.1,100
11,11,0.16924500000004628,4021.658627645754,2418.0,200,0.1,100
12,12,0.1825228000000152,4021.658627645754,2619.0,200,0.1,100
13,13,0.19544130000008408,4035.8407625895275,2821.0,200,0.1,100
14,14,0.20877459999996972,4111.4713562325205,3023.0,200,0.1,100
15,15,0.22212950000016463,4111.4713562325205,3224.0,200,0.1,100
16,16,0.23537110000006578,4111.4713562325205,3425.0,200,0.1,100
17,17,0.24847350000004553,4111.4713562325205,3626.0,200,0.1,100
18,18,0.2613926999999876,4111.4713562325205,3827.0,200,0.1,100
19,19,0.27497440000001916,4111.4713562325205,4028.0,200,0.1,100
20,20,0.28856370000016796,4147.865383718843,4230.0,200,0.1,100
21,21,0.3021400000000085,4180.955342645368,4432.0,200,0.1,100
22,22,0.31562810000013997,4180.955342645368,4633.0,200,0.1,100
23,23,0.3287677000000713,4204.332478446444,4835.0,200,0.1,100
24,24,0.3476382999999714,4204.332478446444,5036.0,200,0.1,100
25,25,0.36053830000014386,4204.332478446444,5237.0,200,0.1,100
26,26,0.3739256999999725,4226.348653116734,5439.0,200,0.1,100
27,27,0.38729570000009517,4226.348653116734,5640.0,200,0.1,100
28,28,0.4005984000000353,4226.348653116734,5841.0,200,0.1,100
29,29,0.4140002000001459,4226.348653116734,6042.0,200,0.1,100
30,30,0.42747080000003734,4277.422248889211,6244.0,200,0.1,100
31,31,0.44074700000010125,4308.044685077868,6446.0,200,0.1,100
32,32,0.45423470000014277,4325.38945905593,6648.0,200,0.1,100
33,33,0.4674747000001389,4325.38945905593,6849.0,200,0.1,100
34,34,0.4807033000001866,4325.38945905593,7050.0,200,0.1,100
35,35,0.49363149999999223,4325.38945905593,7251.0,200,0.1,100
36,36,0.5069998000001306,4325.38945905593,7452.0,200,0.1,100
37,37,0.5202077000001282,4325.38945905593,7653.0,200,0.1,100
38,38,0.5333241000000726,4325.38945905593,7854.0,200,0.1,100
39,39,0.5527822999999898,4325.38945905593,8055.0,200,0.1,100
40,40,0.5682054999999764,4325.38945905593,8256.0,200,0.1,100
41,41,0.5829972000001362,4328.841717766772,8458.0,200,0.1,100
42,42,0.597296500000084,4348.157931465734,8660.0,200,0.1,100
43,43,0.6099077000001216,4348.157931465734,8861.0,200,0.1,100
44,44,0.6237148000000161,4353.744299434744,9063.0,200,0.1,100
45,45,0.6380321999999978,4411.209805390579,9265.0,200,0.1,100
46,46,0.652352700000165,4428.451367276283,9467.0,200,0.1,100
47,47,0.6653060000001005,4428.451367276283,9668.0,200,0.1,100
48,48,0.6778822000001128,4428.451367276283,9869.0,200,0.1,100
49,49,0.690887800000155,4428.451367276283,10070.0,200,0.1,100
50,50,0.7039548000000195,4428.451367276283,10271.0,200,0.1,100
51,51,0.7170941000001676,4428.451367276283,10472.0,200,0.1,100
52,52,0.7303306999999677,4436.869838968102,10674.0,200,0.1,100
53,53,0.7440139000000272,4446.541817821346,10876.0,200,0.1,100
54,54,0.7585028000000875,4456.507553781319,11078.0,200,0.1,100
55,55,0.7728315000001658,4456.507553781319,11279.0,200,0.1,100
56,56,0.7862714000000324,4456.507553781319,11480.0,200,0.1,100
57,57,0.8049782000000505,4456.507553781319,11681.0,200,0.1,100
58,58,0.8204718000001776,4469.243732414516,11883.0,200,0.1,100
59,59,0.8345123000001422,4493.728500864861,12085.0,200,0.1,100
60,60,0.8487176000001,4493.728500864861,12286.0,200,0.1,100
61,61,0.8626386000000821,4493.728500864861,12487.0,200,0.1,100
62,62,0.876080500000171,4493.728500864861,12688.0,200,0.1,100
63,63,0.8899135000001479,4533.890161705514,12890.0,200,0.1,100
64,64,0.9049863000000187,4533.890161705514,13091.0,200,0.1,100
65,65,0.9184972000000471,4533.890161705514,13292.0,200,0.1,100
66,66,0.9323891999999887,4533.890161705514,13493.0,200,0.1,100
67,67,0.9460261000001537,4551.05680930559,13695.0,200,0.1,100
68,68,0.9598541000000296,4551.05680930559,13896.0,200,0.1,100
69,69,0.975138200000174,4551.05680930559,14097.0,200,0.1,100
70,70,0.9887633000000733,4551.05680930559,14298.0,200,0.1,100
71,71,1.0018948000001728,4559.382731036749,14500.0,200,0.1,100
72,72,1.016377700000021,4577.738856304075,14702.0,200,0.1,100
73,73,1.0296135000000959,4577.738856304075,14903.0,200,0.1,100
74,74,1.0437301000001753,4577.738856304075,15104.0,200,0.1,100
75,75,1.062711100000115,4620.943519067014,15306.0,200,0.1,100
76,76,1.0813596000000416,4620.943519067014,15507.0,200,0.1,100
77,77,1.0983448000001772,4620.943519067014,15708.0,200,0.1,100
78,78,1.1141096000001198,4620.943519067014,15909.0,200,0.1,100
79,79,1.127162300000009,4620.943519067014,16110.0,200,0.1,100
80,80,1.1405378000001747,4620.943519067014,16311.0,200,0.1,100
81,81,1.1539592999999968,4620.943519067014,16512.0,200,0.1,100
82,82,1.1673729999999978,4620.943519067014,16713.0,200,0.1,100
83,83,1.180721100000028,4620.943519067014,16914.0,200,0.1,100
84,84,1.1936686999999893,4620.943519067014,17115.0,200,0.1,100
85,85,1.2069698000000244,4620.943519067014,17316.0,200,0.1,100
86,86,1.2286945000000742,4649.211684025184,17518.0,200,0.1,100
87,87,1.2422017000001233,4649.211684025184,17719.0,200,0.1,100
88,88,1.2552824000001692,4649.211684025184,17920.0,200,0.1,100
89,89,1.26832370000011,4649.211684025184,18121.0,200,0.1,100
90,90,1.2884802000000946,4649.211684025184,18322.0,200,0.1,100
91,91,1.3049126000000797,4663.760338146556,18524.0,200,0.1,100
92,92,1.3262756000001445,4663.760338146556,18725.0,200,0.1,100
93,93,1.3427761000000373,4669.299238734871,18927.0,200,0.1,100
94,94,1.3562540000000354,4670.948638651874,19129.0,200,0.1,100
95,95,1.369856400000117,4675.554204671356,19331.0,200,0.1,100
96,96,1.3836750000000393,4675.554204671356,19532.0,200,0.1,100
97,97,1.3977329000001646,4675.554204671356,19733.0,200,0.1,100
98,98,1.4115513000001556,4675.554204671356,19934.0,200,0.1,100
99,99,1.4257893000001332,4688.071957740723,20136.0,200,0.1,100
100,100,1.4397930000000088,4711.491274596673,20338.0,200,0.1,100
101,0,0.007252000000107728,3696.564717891505,200.0,200,0.25,100
102,1,0.03011970000011388,3882.425232238066,402.0,200,0.25,100
103,2,0.04257550000011179,3882.425232238066,603.0,200,0.25,100
104,3,0.05530280000016319,3882.425232238066,804.0,200,0.25,100
105,4,0.06913830000007692,3983.8543098977425,1006.0,200,0.25,100
106,5,0.08248410000010153,3983.8543098977425,1207.0,200,0.25,100
107,6,0.09518479999996998,3983.8543098977425,1408.0,200,0.25,100
108,7,0.1083997000000636,3984.453500579913,1610.0,200,0.25,100
109,8,0.12341650000007576,3986.798691078976,1812.0,200,0.25,100
110,9,0.13929720000010093,3986.798691078976,2013.0,200,0.25,100
111,10,0.15442640000014762,3986.798691078976,2214.0,200,0.25,100
112,11,0.16924500000004628,4060.480698925028,2416.0,200,0.25,100
113,12,0.1825228000000152,4084.782336645158,2618.0,200,0.25,100
114,13,0.19544130000008408,4084.782336645158,2819.0,200,0.25,100
115,14,0.20877459999996972,4088.32401188489,3021.0,200,0.25,100
116,15,0.22212950000016463,4093.0705892790356,3223.0,200,0.25,100
117,16,0.23537110000006578,4093.0705892790356,3424.0,200,0.25,100
118,17,0.24847350000004553,4093.0705892790356,3625.0,200,0.25,100
119,18,0.2613926999999876,4128.218497014376,3827.0,200,0.25,100
120,19,0.27497440000001916,4131.0808218499105,4029.0,200,0.25,100
121,20,0.28856370000016796,4131.0808218499105,4230.0,200,0.25,100
122,21,0.3021400000000085,4161.97765706435,4432.0,200,0.25,100
123,22,0.31562810000013997,4161.97765706435,4633.0,200,0.25,100
124,23,0.3287677000000713,4200.312152000037,4835.0,200,0.25,100
125,24,0.3476382999999714,4223.458451194646,5037.0,200,0.25,100
126,25,0.36053830000014386,4223.458451194646,5238.0,200,0.25,100
127,26,0.3739256999999725,4223.458451194646,5439.0,200,0.25,100
128,27,0.38729570000009517,4223.458451194646,5640.0,200,0.25,100
129,28,0.4005984000000353,4275.88530859222,5842.0,200,0.25,100
130,29,0.4140002000001459,4275.88530859222,6043.0,200,0.25,100
131,30,0.42747080000003734,4275.88530859222,6244.0,200,0.25,100
132,31,0.44074700000010125,4275.88530859222,6445.0,200,0.25,100
133,32,0.45423470000014277,4305.399888816559,6647.0,200,0.25,100
134,33,0.4674747000001389,4305.399888816559,6848.0,200,0.25,100
135,34,0.4807033000001866,4305.399888816559,7049.0,200,0.25,100
136,35,0.49363149999999223,4305.399888816559,7250.0,200,0.25,100
137,36,0.5069998000001306,4327.050181915694,7452.0,200,0.25,100
138,37,0.5202077000001282,4345.924170116085,7654.0,200,0.25,100
139,38,0.5333241000000726,4345.924170116085,7855.0,200,0.25,100
140,39,0.5527822999999898,4345.924170116085,8056.0,200,0.25,100
141,40,0.5682054999999764,4390.2000804020245,8258.0,200,0.25,100
142,41,0.5829972000001362,4390.2000804020245,8459.0,200,0.25,100
143,42,0.597296500000084,4403.875710974778,8661.0,200,0.25,100
144,43,0.6099077000001216,4403.875710974778,8862.0,200,0.25,100
145,44,0.6237148000000161,4403.875710974778,9063.0,200,0.25,100
146,45,0.6380321999999978,4403.875710974778,9264.0,200,0.25,100
147,46,0.652352700000165,4445.651663920324,9466.0,200,0.25,100
148,47,0.6653060000001005,4445.651663920324,9667.0,200,0.25,100
149,48,0.6778822000001128,4458.700931555481,9869.0,200,0.25,100
150,49,0.690887800000155,4458.700931555481,10070.0,200,0.25,100
151,50,0.7039548000000195,4458.700931555481,10271.0,200,0.25,100
152,51,0.7170941000001676,4458.700931555481,10472.0,200,0.25,100
153,52,0.7303306999999677,4458.700931555481,10673.0,200,0.25,100
154,53,0.7440139000000272,4458.700931555481,10874.0,200,0.25,100
155,54,0.7585028000000875,4473.137932822152,11076.0,200,0.25,100
156,55,0.7728315000001658,4473.137932822152,11277.0,200,0.25,100
157,56,0.7862714000000324,4480.203388061382,11479.0,200,0.25,100
158,57,0.8049782000000505,4480.203388061382,11680.0,200,0.25,100
159,58,0.8204718000001776,4480.203388061382,11881.0,200,0.25,100
160,59,0.8345123000001422,4500.7327672021665,12083.0,200,0.25,100
161,60,0.8487176000001,4500.7327672021665,12284.0,200,0.25,100
162,61,0.8626386000000821,4500.7327672021665,12485.0,200,0.25,100
163,62,0.876080500000171,4538.332865263889,12687.0,200,0.25,100
164,63,0.8899135000001479,4538.332865263889,12888.0,200,0.25,100
165,64,0.9049863000000187,4543.533618395493,13090.0,200,0.25,100
166,65,0.9184972000000471,4568.380529229853,13292.0,200,0.25,100
167,66,0.9323891999999887,4568.380529229853,13493.0,200,0.25,100
168,67,0.9460261000001537,4568.380529229853,13694.0,200,0.25,100
169,68,0.9598541000000296,4568.380529229853,13895.0,200,0.25,100
170,69,0.975138200000174,4572.0230035182385,14097.0,200,0.25,100
171,70,0.9887633000000733,4572.0230035182385,14298.0,200,0.25,100
172,71,1.0018948000001728,4572.0230035182385,14499.0,200,0.25,100
173,72,1.016377700000021,4573.784958598999,14701.0,200,0.25,100
174,73,1.0296135000000959,4573.784958598999,14902.0,200,0.25,100
175,74,1.0437301000001753,4586.828415420683,15104.0,200,0.25,100
176,75,1.062711100000115,4589.293630145596,15306.0,200,0.25,100
177,76,1.0813596000000416,4591.065157070107,15508.0,200,0.25,100
178,77,1.0983448000001772,4613.542038767313,15710.0,200,0.25,100
179,78,1.1141096000001198,4613.542038767313,15911.0,200,0.25,100
180,79,1.127162300000009,4622.969675551473,16113.0,200,0.25,100
181,80,1.1405378000001747,4625.310045170224,16315.0,200,0.25,100
182,81,1.1539592999999968,4625.310045170224,16516.0,200,0.25,100
183,82,1.1673729999999978,4625.568548673266,16718.0,200,0.25,100
184,83,1.180721100000028,4640.202330914175,16920.0,200,0.25,100
185,84,1.1936686999999893,4640.202330914175,17121.0,200,0.25,100
186,85,1.2069698000000244,4640.202330914175,17322.0,200,0.25,100
187,86,1.2286945000000742,4642.656474878191,17524.0,200,0.25,100
188,87,1.2422017000001233,4648.619098949093,17726.0,200,0.25,100
189,88,1.2552824000001692,4688.185543171262,17928.0,200,0.25,100
190,89,1.26832370000011,4688.185543171262,18129.0,200,0.25,100
191,90,1.2884802000000946,4688.185543171262,18330.0,200,0.25,100
192,91,1.3049126000000797,4688.185543171262,18531.0,200,0.25,100
193,92,1.3262756000001445,4688.185543171262,18732.0,200,0.25,100
194,93,1.3427761000000373,4688.185543171262,18933.0,200,0.25,100
195,94,1.3562540000000354,4688.185543171262,19134.0,200,0.25,100
196,95,1.369856400000117,4688.185543171262,19335.0,200,0.25,100
197,96,1.3836750000000393,4688.185543171262,19536.0,200,0.25,100
198,97,1.3977329000001646,4688.185543171262,19737.0,200,0.25,100
199,98,1.4115513000001556,4693.028438023538,19939.0,200,0.25,100
200,99,1.4257893000001332,4697.080113557335,20141.0,200,0.25,100
201,100,1.4397930000000088,4697.080113557335,20342.0,200,0.25,100
202,0,0.007252000000107728,3696.564717891505,200.0,200,0.5,100
203,1,0.03011970000011388,3882.425232238066,402.0,200,0.5,100
204,2,0.04257550000011179,3984.8950811374525,604.0,200,0.5,100
205,3,0.05530280000016319,4039.2395438622266,806.0,200,0.5,100
206,4,0.06913830000007692,4039.2395438622266,1007.0,200,0.5,100
207,5,0.08248410000010153,4039.2395438622266,1208.0,200,0.5,100
208,6,0.09518479999996998,4039.2395438622266,1409.0,200,0.5,100
209,7,0.1083997000000636,4039.2395438622266,1610.0,200,0.5,100
210,8,0.12341650000007576,4039.2395438622266,1811.0,200,0.5,100
211,9,0.13929720000010093,4039.2395438622266,2012.0,200,0.5,100
212,10,0.15442640000014762,4039.2395438622266,2213.0,200,0.5,100
213,11,0.16924500000004628,4039.2395438622266,2414.0,200,0.5,100
214,12,0.1825228000000152,4039.2395438622266,2615.0,200,0.5,100
215,13,0.19544130000008408,4039.2395438622266,2816.0,200,0.5,100
216,14,0.20877459999996972,4039.2395438622266,3017.0,200,0.5,100
217,15,0.22212950000016463,4110.960051288244,3219.0,200,0.5,100
218,16,0.23537110000006578,4110.960051288244,3420.0,200,0.5,100
219,17,0.24847350000004553,4110.960051288244,3621.0,200,0.5,100
220,18,0.2613926999999876,4181.243440495769,3823.0,200,0.5,100
221,19,0.27497440000001916,4181.243440495769,4024.0,200,0.5,100
222,20,0.28856370000016796,4181.243440495769,4225.0,200,0.5,100
223,21,0.3021400000000085,4181.243440495769,4426.0,200,0.5,100
224,22,0.31562810000013997,4181.243440495769,4627.0,200,0.5,100
225,23,0.3287677000000713,4181.243440495769,4828.0,200,0.5,100
226,24,0.3476382999999714,4194.114191281474,5030.0,200,0.5,100
227,25,0.36053830000014386,4218.653607495436,5232.0,200,0.5,100
228,26,0.3739256999999725,4219.225344668341,5434.0,200,0.5,100
229,27,0.38729570000009517,4255.571578196204,5636.0,200,0.5,100
230,28,0.4005984000000353,4255.571578196204,5837.0,200,0.5,100
231,29,0.4140002000001459,4284.32834681786,6039.0,200,0.5,100
232,30,0.42747080000003734,4284.32834681786,6240.0,200,0.5,100
233,31,0.44074700000010125,4284.32834681786,6441.0,200,0.5,100
234,32,0.45423470000014277,4284.32834681786,6642.0,200,0.5,100
235,33,0.4674747000001389,4284.32834681786,6843.0,200,0.5,100
236,34,0.4807033000001866,4284.32834681786,7044.0,200,0.5,100
237,35,0.49363149999999223,4292.511287803753,7246.0,200,0.5,100
238,36,0.5069998000001306,4318.3779717764055,7448.0,200,0.5,100
239,37,0.5202077000001282,4330.82561327914,7650.0,200,0.5,100
240,38,0.5333241000000726,4348.222355037075,7852.0,200,0.5,100
241,39,0.5527822999999898,4348.222355037075,8053.0,200,0.5,100
242,40,0.5682054999999764,4370.266936998401,8255.0,200,0.5,100
243,41,0.5829972000001362,4370.266936998401,8456.0,200,0.5,100
244,42,0.597296500000084,4428.44967995082,8658.0,200,0.5,100
245,43,0.6099077000001216,4428.44967995082,8859.0,200,0.5,100
246,44,0.6237148000000161,4428.44967995082,9060.0,200,0.5,100
247,45,0.6380321999999978,4437.488738094439,9262.0,200,0.5,100
248,46,0.652352700000165,4437.488738094439,9463.0,200,0.5,100
249,47,0.6653060000001005,4437.488738094439,9664.0,200,0.5,100
250,48,0.6778822000001128,4437.488738094439,9865.0,200,0.5,100
251,49,0.690887800000155,4437.488738094439,10066.0,200,0.5,100
252,50,0.7039548000000195,4437.488738094439,10267.0,200,0.5,100
253,51,0.7170941000001676,4437.488738094439,10468.0,200,0.5,100
254,52,0.7303306999999677,4437.488738094439,10669.0,200,0.5,100
255,53,0.7440139000000272,4438.78489287045,10871.0,200,0.5,100
256,54,0.7585028000000875,4446.353065783922,11073.0,200,0.5,100
257,55,0.7728315000001658,4446.353065783922,11274.0,200,0.5,100
258,56,0.7862714000000324,4503.106900597752,11476.0,200,0.5,100
259,57,0.8049782000000505,4504.84347412628,11678.0,200,0.5,100
260,58,0.8204718000001776,4504.84347412628,11879.0,200,0.5,100
261,59,0.8345123000001422,4525.656554877538,12081.0,200,0.5,100
262,60,0.8487176000001,4525.656554877538,12282.0,200,0.5,100
263,61,0.8626386000000821,4525.656554877538,12483.0,200,0.5,100
264,62,0.876080500000171,4525.656554877538,12684.0,200,0.5,100
265,63,0.8899135000001479,4559.3479874444065,12886.0,200,0.5,100
266,64,0.9049863000000187,4559.3479874444065,13087.0,200,0.5,100
267,65,0.9184972000000471,4559.3479874444065,13288.0,200,0.5,100
268,66,0.9323891999999887,4573.610471234273,13490.0,200,0.5,100
269,67,0.9460261000001537,4578.100406192324,13692.0,200,0.5,100
270,68,0.9598541000000296,4578.100406192324,13893.0,200,0.5,100
271,69,0.975138200000174,4580.775987537604,14095.0,200,0.5,100
272,70,0.9887633000000733,4580.775987537604,14296.0,200,0.5,100
273,71,1.0018948000001728,4582.937344308909,14498.0,200,0.5,100
274,72,1.016377700000021,4582.937344308909,14699.0,200,0.5,100
275,73,1.0296135000000959,4582.937344308909,14900.0,200,0.5,100
276,74,1.0437301000001753,4599.250525272157,15102.0,200,0.5,100
277,75,1.062711100000115,4627.684379234937,15304.0,200,0.5,100
278,76,1.0813596000000416,4627.684379234937,15505.0,200,0.5,100
279,77,1.0983448000001772,4627.684379234937,15706.0,200,0.5,100
280,78,1.1141096000001198,4627.684379234937,15907.0,200,0.5,100
281,79,1.127162300000009,4627.684379234937,16108.0,200,0.5,100
282,80,1.1405378000001747,4645.001655042415,16310.0,200,0.5,100
283,81,1.1539592999999968,4645.001655042415,16511.0,200,0.5,100
284,82,1.1673729999999978,4645.001655042415,16712.0,200,0.5,100
285,83,1.180721100000028,4645.001655042415,16913.0,200,0.5,100
286,84,1.1936686999999893,4645.001655042415,17114.0,200,0.5,100
287,85,1.2069698000000244,4645.001655042415,17315.0,200,0.5,100
288,86,1.2286945000000742,4645.001655042415,17516.0,200,0.5,100
289,87,1.2422017000001233,4645.001655042415,17717.0,200,0.5,100
290,88,1.2552824000001692,4645.001655042415,17918.0,200,0.5,100
291,89,1.26832370000011,4665.863110173589,18120.0,200,0.5,100
292,90,1.2884802000000946,4665.863110173589,18321.0,200,0.5,100
293,91,1.3049126000000797,4665.863110173589,18522.0,200,0.5,100
294,92,1.3262756000001445,4671.590299254927,18724.0,200,0.5,100
295,93,1.3427761000000373,4671.590299254927,18925.0,200,0.5,100
296,94,1.3562540000000354,4671.590299254927,19126.0,200,0.5,100
297,95,1.369856400000117,4671.590299254927,19327.0,200,0.5,100
298,96,1.3836750000000393,4671.590299254927,19528.0,200,0.5,100
299,97,1.3977329000001646,4684.0282793080005,19730.0,200,0.5,100
300,98,1.4115513000001556,4684.0282793080005,19931.0,200,0.5,100
301,99,1.4257893000001332,4692.601374376521,20133.0,200,0.5,100
302,100,1.4397930000000088,4723.263549165342,20335.0,200,0.5,100
303,0,0.007252000000107728,3696.564717891505,400.0,400,0.1,100
